CustomerKey;FullName;BirthDate;Married;Gender;YearlyIncome;Education;Occupation;HouseOwner;Country;Address;DateFirstPurchase
17551;Victoria Torres;1948-02-02;1;Female;60000,00;Graduate Degree;Management;1;Canada;9811 Toledo;2023-06-20
17552;Julia Howard;1953-08-23;1;Female;70000,00;Bachelors;Management;1;United States;6529 Buena Vista;2023-11-14
17553;Summer Sanchez;1953-09-21;1;Female;70000,00;Bachelors;Management;1;United States;5545 Green Road;2023-11-22
17554;Emma Harris;1954-04-18;1;Female;60000,00;Graduate Degree;Management;1;United States;2774 Eagle Peak;2023-02-15
17555;William Smith;1948-07-12;1;Male;70000,00;Bachelors;Management;1;United States;2126 Silver Oak Pl.;2023-10-29
17556;Emily Powell;1949-10-07;1;Female;30000,00;Partial High School;Clerical;0;United States;1775 Choctaw Court;2023-04-05
17557;Matthew Davis;1950-04-24;0;Male;30000,00;Partial High School;Clerical;1;United States;2294 West 39th St.;2023-06-24
17558;Ian Williams;1960-11-05;0;Male;40000,00;High School;Professional;1;Canada;7577 Camino Bonita;2023-10-24
17559;Kari Suarez;1960-10-08;0;Female;40000,00;High School;Professional;1;United States;8109 Virginia Hills Drive;2023-07-09
17560;Kaylee Richardson;1983-03-10;1;Female;60000,00;Graduate Degree;Skilled Manual;1;United States;6775 Firestone;2023-08-15
17561;Samantha White;1977-12-19;1;Female;60000,00;Graduate Degree;Skilled Manual;1;United States;7427 Fern Leaf Lane;2023-07-23
17562;Zachary Sharma;1983-11-22;1;Male;60000,00;Graduate Degree;Professional;1;United States;5845 Oil Road;2023-06-21
17563;Jeremiah King;1983-09-07;0;Male;70000,00;Graduate Degree;Professional;1;United States;2741 Orangewood Dr.;2023-11-19
17564;Julia West;1975-12-10;1;Female;50000,00;Bachelors;Skilled Manual;1;United States;162 Maureen Lane;2023-07-07
17565;Alexandra Murphy;1976-06-21;1;Female;50000,00;Bachelors;Skilled Manual;1;United States;7390 Notre Dame Avenue;2023-07-29
17566;Rachel Martinez;1975-10-06;1;Female;50000,00;Bachelors;Skilled Manual;1;United States;8190 Court Lane;2023-07-16
17567;Nathaniel Cook;1976-04-15;1;Male;50000,00;Bachelors;Skilled Manual;1;United States;3356 Eastgate Ave.;2023-07-03
17568;Dylan Perry;1975-09-15;1;Male;50000,00;Bachelors;Skilled Manual;1;United States;8704 Live Oak;2023-08-07
17569;Mya Price;1975-08-22;0;Female;60000,00;Graduate Degree;Professional;1;United States;7545 Gonzalez Ct;2023-02-26
17570;Carlos Sanchez;1975-09-20;1;Male;60000,00;Graduate Degree;Professional;1;United States;3550 Bernauer;2023-02-26
17571;James Li;1980-05-22;1;Male;50000,00;Bachelors;Skilled Manual;1;United States;5038 Candy Rd;2023-08-17
17572;Lucas Edwards;1974-11-05;0;Male;50000,00;Bachelors;Skilled Manual;1;United States;1233 RiverRock Dr.;2023-08-13
17573;Caroline Ross;1975-02-15;0;Female;50000,00;Bachelors;Skilled Manual;0;United States;9433 Athene Drive;2023-08-13
17574;Punya Palit;1980-01-10;0;Male;50000,00;Bachelors;Skilled Manual;0;United States;5202 Shenandoah Dr.;2023-08-07
17575;Marcus Brown;1980-12-10;0;Male;50000,00;Bachelors;Skilled Manual;1;United States;2913 Mountain Spring Road;2023-08-20
17576;Albert Vazquez;1974-12-30;1;Male;50000,00;Bachelors;Skilled Manual;1;United States;283 Cadloni;2023-08-16
17577;Justin Lee;1974-11-29;0;Male;60000,00;Graduate Degree;Professional;1;United States;5714 Damascus Loop;2023-07-15
17578;Megan Thompson;1980-11-18;1;Female;60000,00;Graduate Degree;Professional;1;United States;9738 Hamilton Drive;2023-06-09
17579;Jack Chen;1976-12-09;1;Male;60000,00;Graduate Degree;Professional;1;Canada;5578 Ruth Drive;2023-09-14
17580;Noah White;1977-04-12;1;Male;70000,00;Graduate Degree;Professional;1;United States;9422 Rolando Avenue;2023-11-17
17581;Jack Henderson;1977-02-07;1;Male;70000,00;Graduate Degree;Professional;1;United States;4921 St. Geemain Lane;2023-11-04
17582;Katherine Wilson;1974-02-16;0;Female;70000,00;Bachelors;Skilled Manual;0;United States;6440 Pacheco;2023-11-17
17583;Stephanie Cook;1979-07-14;0;Female;70000,00;Bachelors;Skilled Manual;0;United States;8002 Morgan Territory Road;2023-02-14
17584;Lisa Liu;1973-12-02;0;Female;70000,00;Bachelors;Skilled Manual;0;United States;4310 Chickpea Ct.;2024-01-26
17585;Seth Griffin;1973-09-17;0;Male;70000,00;Bachelors;Skilled Manual;0;Canada;8287 Altura Dr.;2023-03-11
17586;Cassidy Patterson;1972-12-24;0;Female;40000,00;Bachelors;Professional;1;Canada;3844 Lodge Drive;2023-10-05
17587;Curtis Liang;1981-05-22;1;Male;60000,00;Graduate Degree;Professional;1;United States;4281 Meaham Drive;2023-11-04
17588;Gavin Bennett;1975-11-10;1;Male;60000,00;Graduate Degree;Professional;1;United States;7827 Mt. Hood Circle;2023-11-11
17589;Melanie Brooks;1975-10-18;0;Female;60000,00;Graduate Degree;Professional;1;United States;7120 Panoramic Drive;2024-01-22
17590;Garrett Cox;1981-10-05;1;Male;60000,00;Graduate Degree;Professional;1;United States;5080 Terra Granada;2023-03-03
17591;Spencer Hughes;1975-09-01;1;Male;70000,00;Graduate Degree;Professional;1;United States;3072 Gumwood Dr.;2023-11-27
17592;Bryan Sanders;1981-09-23;1;Male;70000,00;Graduate Degree;Professional;1;United States;6494 Green Valley Rd.;2023-11-23
17593;Richard Butler;1976-02-20;1;Male;70000,00;Graduate Degree;Professional;1;United States;4056 Marina Vill Pkwy.;2023-11-04
17594;Michelle Cook;1976-05-06;1;Female;70000,00;Graduate Degree;Professional;1;United States;1897 Northridge Road;2023-11-27
17595;Benjamin Garcia;1983-10-01;1;Male;50000,00;Bachelors;Skilled Manual;1;Canada;8333 Polk Street;2023-11-15
17596;Adrienne Vazquez;1972-05-05;0;Female;60000,00;Bachelors;Skilled Manual;1;United States;4540 Wood Ranch Circle;2023-08-13
17597;Sarah Diaz;1972-01-08;0;Female;60000,00;Bachelors;Skilled Manual;1;United States;2419 Martindale Dr.;2023-08-20
17598;Cameron Harris;1977-10-08;1;Male;60000,00;Graduate Degree;Professional;1;United States;5374 East Lake Court;2023-08-05
17599;Sebastian Cooper;1972-05-08;1;Male;60000,00;Graduate Degree;Professional;1;United States;127 Daylight Pl.;2023-08-05
17600;Timothy Brooks;1972-05-27;0;Male;60000,00;Graduate Degree;Professional;1;United States;2731 Northgate Road;2023-08-10
17601;Jose Hall;1971-07-25;1;Male;60000,00;Graduate Degree;Professional;1;Canada;4773 Tanager Road;2023-02-09
17602;Dalton Williams;1972-01-02;1;Male;60000,00;Graduate Degree;Professional;1;United States;5525 Lilly Lane;2023-08-08
17603;Anna Patterson;1980-08-06;1;Female;70000,00;Graduate Degree;Professional;1;United States;3243 Buckingham Dr.;2023-09-22
17604;Noah Robinson;1975-03-16;0;Male;70000,00;Graduate Degree;Professional;1;United States;7754 Lafayette Street;2023-10-30
17605;Jon Ma;1974-09-20;1;Male;70000,00;Graduate Degree;Professional;1;United States;9095 Ironwood Drive;2023-04-18
17606;Jacqueline Peterson;1975-03-19;1;Female;70000,00;Graduate Degree;Professional;1;United States;3676 Oak Leaf Ct;2023-09-16
17607;Frederick Gonzalez;1976-04-11;0;Male;40000,00;Bachelors;Professional;0;United States;6569 Endriss;2023-08-30
17608;Carlos Cooper;1971-01-12;0;Male;40000,00;Bachelors;Professional;0;United States;7217 Mt. Wilson Way;2023-08-06
17609;Charles Davis;1976-07-01;0;Male;40000,00;Bachelors;Professional;0;United States;2678 Village Pl;2023-08-01
17610;Anna White;1971-03-01;0;Female;80000,00;Bachelors;Skilled Manual;1;United States;7077 Blue Jay Drive;2023-06-10
17611;Luis Butler;1970-08-10;0;Male;80000,00;Bachelors;Skilled Manual;0;United States;2228 Ashford Court;2023-05-18
17612;Courtney Parker;1970-10-22;0;Female;80000,00;Bachelors;Skilled Manual;1;United States;1944 Serene Court;2023-11-24
17613;Dakota Bryant;1971-03-31;0;Male;80000,00;Bachelors;Skilled Manual;1;Canada;4402 Baker Drive;2023-09-25
17614;Mason Cook;1970-08-12;0;Male;60000,00;Graduate Degree;Professional;1;United States;8228 Kinross Dr.;2023-08-09
17615;Brittany Long;1970-04-08;0;Female;40000,00;Bachelors;Professional;0;United States;3533 Jam Way;2023-08-06
17616;Daniel Weisman;1981-03-12;0;Male;60000,00;Bachelors;Skilled Manual;0;United States;976 Shore Rd.;2023-04-25
17617;Abigail Simmons;1969-11-09;0;Female;60000,00;Bachelors;Skilled Manual;1;United States;9497 Candelero Place;2023-08-07
17618;Ramon Liu;1975-09-12;1;Male;60000,00;Bachelors;Skilled Manual;1;United States;3989 Terrace Drive;2023-08-17
17619;Chloe Smith;1928-12-07;1;Female;60000,00;Partial High School;Skilled Manual;1;Canada;3545 Harris Ct.;2023-06-20
17620;Miranda Coleman;1969-08-03;0;Female;60000,00;Bachelors;Skilled Manual;1;United States;3243 Land Ave;2023-08-03
17621;Brianna Price;1969-01-29;0;Female;40000,00;Bachelors;Professional;1;United States;2775 Robinson Ave.;2023-08-19
17622;Courtney Young;1974-07-02;0;Female;70000,00;Bachelors;Skilled Manual;1;Canada;8020 Gladstone Drive;2023-09-16
17623;Austin Robinson;1973-09-15;0;Male;70000,00;Bachelors;Professional;0;United States;4772 Catalpa Court;2023-11-05
17624;Samantha Alexander;1968-08-20;0;Female;70000,00;Bachelors;Professional;0;United States;1687 Chaparral Court;2023-11-04
17625;Mason Allen;1968-12-10;1;Male;70000,00;Bachelors;Professional;0;Canada;3008 Brookdale Dr.;2023-09-27
17626;Alfredo Blanco;1979-12-25;1;Male;40000,00;Bachelors;Skilled Manual;1;United Kingdom;6329 El Rancho Drive;2022-06-28
17627;Dennis Chen;1980-03-08;1;Male;40000,00;Bachelors;Skilled Manual;1;United Kingdom;3195 Rotherham Dr.;2022-05-30
17628;Roberto Munoz;1977-12-11;0;Male;10000,00;Partial High School;Manual;1;United Kingdom;2537 I St.;2023-02-07
17629;Tabitha Torres;1983-06-16;0;Female;20000,00;Partial High School;Manual;1;Germany;Wasserstr 65;2022-09-26
17630;Gilbert Zhang;1978-09-22;1;Male;40000,00;Bachelors;Skilled Manual;1;Germany;Wertheimer Straße 86;2023-02-07
17631;Cara He;1979-01-22;1;Female;40000,00;Bachelors;Skilled Manual;1;Germany;Charlottenstr 29;2023-03-18
17632;Jimmy Serrano;1979-04-18;1;Male;40000,00;Bachelors;Skilled Manual;1;United Kingdom;2779 Ramsay Circle;2022-07-12
17633;Gary Dominguez;1978-05-07;0;Male;20000,00;Partial High School;Manual;0;France;17, rue Faubourg St Antoine;2022-05-15
17634;Kaitlin Rana;1977-12-03;0;Female;20000,00;Partial High School;Manual;0;France;40, rue de la Centenaire;2022-05-20
17635;Terry Deng;1977-08-03;0;Male;30000,00;High School;Manual;0;Germany;Westheimer Straße 6616;2022-09-16
17636;Ross Srini;1977-09-19;0;Male;30000,00;High School;Manual;1;Germany;Zur Lindung 46;2023-10-04
17637;Arturo Tang;1983-10-01;0;Male;30000,00;High School;Manual;0;Germany;Alte Landstr 951;2023-02-12
17638;Clarence Zheng;1977-08-01;0;Male;30000,00;High School;Manual;1;France;2086 Rotherham Dr.;2023-12-07
17639;Heather Ma;1983-04-04;0;Female;40000,00;Partial College;Clerical;1;United Kingdom;9021 Santa Monica Drive;2022-07-21
17640;Haley Allen;1922-06-06;1;Female;30000,00;High School;Manual;1;Germany;Husemann Straße 4444;2023-02-20
17641;Lorrin Smith-Bates;1976-09-11;0;Male;20000,00;Partial High School;Manual;0;France;11, quai de l´ Iton;2022-05-26
17642;Gregory Luo;1976-10-13;0;Male;20000,00;Partial High School;Manual;0;United Kingdom;7781 Santa Barbara Rd;2023-03-30
17643;Wesley Cai;1977-04-13;0;Male;20000,00;Partial High School;Manual;1;France;44, rue du Départ;2023-11-07
17644;Rebecca Adams;1977-03-10;0;Female;30000,00;High School;Manual;0;United Kingdom;7157 Park Lane Circle;2022-07-18
17645;Albert Alonso;1976-08-20;0;Male;30000,00;High School;Manual;0;United Kingdom;6345 Dartmouth Way;2023-10-01
17646;Leah Xu;1982-04-23;0;Female;30000,00;High School;Manual;0;France;16, avenue de Malakoff;2022-06-16
17647;Molly Lopez;1977-05-14;0;Female;40000,00;Partial College;Clerical;1;France;91, cours Mirabeau;2022-06-04
17648;Gilbert Sharma;1976-10-14;0;Male;40000,00;Partial College;Clerical;1;France;22, rue de la Centenaire;2022-06-25
17649;Ronald Mehta;1977-02-15;0;Male;40000,00;Partial College;Clerical;1;United Kingdom;5282 Blue Ridge;2023-02-14
17650;Jessica Sanders;1981-11-01;0;Female;40000,00;Partial College;Clerical;1;United Kingdom;1826 Village Road;2023-11-09
17651;Ethan Butler;1975-08-25;0;Male;40000,00;Partial College;Clerical;1;France;39, avenue des Laurentides;2022-06-03
17652;Javier Vazquez;1976-03-22;1;Male;50000,00;Graduate Degree;Skilled Manual;0;Germany;Berliner Platz 123;2023-04-23
17653;Linda Vazquez;1981-10-05;0;Female;50000,00;Graduate Degree;Skilled Manual;1;France;2, rue de Varenne;2023-05-10
17654;Caroline Alexander;1981-05-02;0;Female;40000,00;Partial College;Clerical;1;Canada;934 St. Paul Way;2023-11-16
17655;Angela Sánchez;1979-10-30;0;Female;40000,00;Partial College;Clerical;1;Canada;4325 Polson Court;2023-11-24
17656;Carol Martinez;1979-08-26;0;Female;30000,00;Graduate Degree;Skilled Manual;1;Canada;8869 Bellwood Court;2023-11-20
17657;Noah Martin;1981-06-22;1;Male;40000,00;Partial College;Clerical;0;Canada;6218 Stephanie Way;2023-02-17
17658;Jade Howard;1934-09-03;1;Female;20000,00;High School;Manual;0;United States;2945 Hilton Way;2023-08-26
17659;Jodi Tang;1972-01-04;0;Female;60000,00;Graduate Degree;Skilled Manual;1;United States;5684 San Marino Ct.;2023-08-04
17660;Seth Young;1972-02-01;1;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;9447 Leslie Avenue;2023-08-07
17661;Natalie Smith;1960-01-01;1;Female;40000,00;Partial College;Clerical;1;United States;5246 Premier Place;2023-08-06
17662;Jose Washington;1965-09-16;1;Male;40000,00;Partial College;Clerical;1;United States;5740 Cherry Street;2023-08-04
17663;Elizabeth Hayes;1966-02-13;1;Female;30000,00;High School;Clerical;0;United States;74 Juliet Court;2023-03-23
17664;Devin Robinson;1971-10-16;0;Male;30000,00;High School;Clerical;1;United States;3648 El Dorado;2023-06-04
17665;Zachary Jenkins;1960-10-13;1;Male;30000,00;High School;Clerical;0;United States;8922 Big Canyon Road;2023-11-03
17666;Steven Torres;1966-08-07;1;Male;40000,00;Partial College;Clerical;1;United States;9188 D Mt. Hood Circle;2023-08-27
17667;Jaime Rai;1961-04-10;1;Male;40000,00;Partial College;Clerical;1;United States;6394 Market Pl.;2023-08-15
17668;Eduardo Peterson;1962-02-25;0;Male;30000,00;High School;Skilled Manual;1;United States;4661 Bernauer;2023-06-24
17669;Olivia Rivera;1962-04-09;1;Female;30000,00;High School;Skilled Manual;0;United States;8490 Longbrood Way;2023-06-22
17670;Gabrielle Alexander;1962-03-11;1;Female;30000,00;High School;Skilled Manual;1;United States;3294 Buena Vista;2023-06-05
17671;Emma Stewart;1962-01-31;1;Female;30000,00;High School;Skilled Manual;1;United States;8627 Laguna Street;2023-06-13
17672;Thomas Coleman;1962-04-25;1;Male;30000,00;High School;Skilled Manual;0;United States;6946 Ridge Circle;2023-06-13
17673;Amber Scott;1961-11-03;1;Female;40000,00;Partial College;Clerical;1;United States;6964 Keller Ridge Dr.;2024-01-12
17674;Kevin Wang;1979-12-13;1;Male;30000,00;High School;Skilled Manual;0;United States;3633 Stratton Circle;2023-09-18
17675;Rosa Li;1962-10-24;1;Female;30000,00;High School;Skilled Manual;0;United States;7967 Panoramic Ave.;2023-10-27
17676;Eugene Yang;1962-12-01;1;Male;30000,00;High School;Skilled Manual;0;United States;2141 Banking Road;2023-06-01
17677;Lawrence Hernandez;1964-02-21;0;Male;40000,00;Partial College;Clerical;1;United States;4865 A St.;2023-07-31
17678;Julio Blanco;1963-10-22;0;Male;40000,00;Partial College;Clerical;1;United States;2303 Rosebuck Way;2023-09-01
17679;Joe Mehta;1964-05-02;1;Male;40000,00;Partial College;Clerical;1;United States;3369 N Lucile Lane;2023-10-19
17680;Mackenzie Gray;1963-07-01;1;Female;40000,00;Partial College;Clerical;1;Canada;7267 St. Raphael Drive;2023-08-19
17681;Robert Carter;1975-03-09;1;Male;40000,00;Partial College;Clerical;1;United States;9252 Lindell Dr.;2023-09-16
17682;Anna Ramirez;1969-09-18;0;Female;80000,00;Graduate Degree;Skilled Manual;1;United States;2095 Sierra Drive;2023-07-08
17683;Jenna Evans;1980-01-10;0;Female;80000,00;Graduate Degree;Skilled Manual;1;United States;9745 Hillridge Way;2023-03-08
17684;Leslie Gomez;1964-01-02;0;Female;80000,00;Graduate Degree;Skilled Manual;1;United States;6896 Liana Lane;2023-11-17
17685;Diana Torres;1963-09-14;0;Female;80000,00;Graduate Degree;Skilled Manual;1;United States;5733 Clayton Rd.;2023-02-01
17686;Jack Griffin;1964-08-13;0;Male;60000,00;Graduate Degree;Skilled Manual;1;Canada;3483 Flamingo Drive;2023-05-08
17687;Miguel Turner;1964-07-22;1;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;3711 Rollingwood Dr;2023-12-05
17688;Pedro Subram;1965-05-23;1;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;1686 Willow Drive;2023-08-24
17689;Mary Young;1977-12-20;0;Female;50000,00;Graduate Degree;Skilled Manual;1;United States;7246 Ptarmigan Drive;2023-07-14
17690;Jenna Gonzalez;1978-06-14;0;Female;50000,00;Graduate Degree;Skilled Manual;1;United States;3986 Lunar Lane;2023-09-02
17691;Alexandria Bradley;1978-10-22;0;Female;50000,00;Graduate Degree;Skilled Manual;1;Canada;8920 Sand Point Road;2023-11-09
17692;Emily Smith;1979-04-18;0;Female;50000,00;Graduate Degree;Skilled Manual;0;United States;4976 Norris Court;2023-09-04
17693;Justin Jenkins;1984-03-07;0;Male;50000,00;Graduate Degree;Skilled Manual;1;United States;2854 Ironwood Way;2023-03-30
17694;Joan Carter;1984-08-02;0;Female;50000,00;Graduate Degree;Skilled Manual;1;United States;9671 Cedar Street;2023-04-19
17695;Hunter Washington;1978-11-12;0;Male;50000,00;Graduate Degree;Skilled Manual;1;United States;2624 El Monte Drive;2023-05-02
17696;Madison Simmons;1978-10-19;0;Female;50000,00;Graduate Degree;Skilled Manual;1;United States;6103 Bailey Road;2023-07-09
17697;Nathaniel Gray;1978-02-04;0;Male;50000,00;Graduate Degree;Skilled Manual;1;United States;9752 Benita Way;2024-01-23
17698;Xavier Butler;1977-05-19;1;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;8177 Grasswood Ct.;2023-05-04
17699;Jesse Bell;1982-03-13;1;Male;60000,00;Graduate Degree;Skilled Manual;0;United States;9834 Hamlet;2023-07-02
17700;Hector Torres;1978-04-23;0;Male;10000,00;Graduate Degree;Manual;1;United Kingdom;9500 Norman Avenue;2022-07-02
17701;Cassidy Washington;1975-05-17;1;Female;10000,00;Graduate Degree;Manual;1;United Kingdom;8584 Clay Rd;2023-02-04
17702;Jack King;1979-11-02;1;Male;10000,00;Graduate Degree;Manual;1;United Kingdom;5234 Shirley Dr.;2023-04-03
17703;Pamela Fernandez;1971-08-18;1;Female;10000,00;Graduate Degree;Manual;1;France;3, rue Pierre-Demoulin;2023-05-31
17704;Nelson Moreno;1967-07-11;1;Male;10000,00;Graduate Degree;Manual;1;Germany;Am Gallberg 6400;2023-04-04
17705;Kelvin Guo;1968-06-14;1;Male;20000,00;Graduate Degree;Clerical;1;United Kingdom;3189 Oakgrove;2023-02-19
17706;Gabriel Coleman;1972-09-07;1;Male;10000,00;Bachelors;Manual;1;United Kingdom;2529 Terrace Dr;2023-06-02
17707;Mindy Deng;1967-02-05;0;Female;10000,00;Bachelors;Manual;1;Germany;Kappellweg 242;2023-07-23
17708;Timothy Sneath;1966-12-15;1;Male;20000,00;Graduate Degree;Clerical;1;United Kingdom;3001 Hanson Lane;2023-11-13
17709;Martin Raman;1972-05-09;1;Male;20000,00;Graduate Degree;Clerical;1;United Kingdom;3029 Crescent Ave.;2023-03-23
17710;Natalie Stewart;1942-01-22;1;Female;30000,00;Graduate Degree;Clerical;1;United Kingdom;8459 Patricia;2023-05-07
17711;Kristin Luo;1966-10-07;1;Female;20000,00;Graduate Degree;Clerical;1;France;148, avenue du Québec;2023-07-05
17712;Gary Blanco;1963-11-06;0;Male;10000,00;Bachelors;Manual;1;France;3394, rue Surcouf;2023-07-13
17713;David Johnson;1962-01-08;0;Male;10000,00;Partial College;Manual;1;France;Midi-Couleurs;2023-04-19
17714;Tanya Gutierrez;1967-10-22;1;Female;20000,00;Bachelors;Clerical;1;France;8, rue Montcalm;2022-07-12
17715;Rafael Pal;1961-08-24;1;Male;20000,00;Bachelors;Clerical;1;United Kingdom;8511 Pinetree Court;2022-07-10
17716;Cesar Gonzalez;1961-12-13;1;Male;20000,00;Bachelors;Clerical;1;France;74, place Beaubernard;2022-07-06
17717;Jeremiah Miller;1965-11-21;0;Male;10000,00;Partial College;Manual;1;United Kingdom;5092 Crane Court;2022-07-22
17718;Lindsay Jai;1942-10-20;1;Female;20000,00;Graduate Degree;Clerical;1;Germany;Conesweg 289;2023-07-19
17719;Vincent Gao;1944-03-10;1;Male;10000,00;Bachelors;Clerical;1;France;6, avenue des Ternes;2024-01-19
17720;Deanna Diaz;1944-11-16;0;Female;30000,00;Bachelors;Clerical;1;United Kingdom;5772 Ridgewood Drive;2022-07-17
17721;Cheryl Alan;1951-12-31;1;Female;10000,00;Partial College;Manual;1;France;4680, rue Villedo;2023-03-29
17722;Jerome Serrano;1948-05-06;1;Male;20000,00;Partial College;Manual;1;Germany;Hunzinger Allee 292;2022-09-15
17723;Johnathan Malhotra;1953-10-05;1;Male;30000,00;Bachelors;Clerical;1;United Kingdom;3141 Gingham Way;2023-03-09
17724;Sheila Blanco;1985-10-19;1;Female;10000,00;Partial College;Manual;1;Australia;5010 C Mt. Hood Circle;2023-08-11
17725;Daniel Martinez;1986-05-03;0;Male;10000,00;Partial College;Manual;1;Australia;6631 Highland Dr.;2021-04-19
17726;Caroline Griffin;1986-03-20;0;Female;10000,00;Partial College;Manual;1;Australia;5126 La Corte Bonita;2021-04-29
17727;Monique Gill;1985-05-02;1;Female;10000,00;Partial College;Manual;1;Australia;9068 Quiet Place Drive;2023-04-05
17728;Maria Perry;1983-11-09;0;Female;10000,00;Partial College;Manual;0;Australia;9697 Sunshine;2021-04-01
17729;Edgar Garcia;1983-08-24;1;Male;10000,00;Partial College;Manual;0;Australia;757 Eureka Lane;2023-04-02
17730;Bridget Tang;1984-04-01;0;Female;10000,00;Partial College;Manual;1;Australia;8831 Versailles Pl.;2021-04-11
17731;Tracy Sharma;1983-11-01;1;Female;10000,00;Partial College;Manual;0;Australia;2909 Woodland Dr.;2023-12-05
17732;Allen Rodriguez;1985-02-14;1;Male;20000,00;Bachelors;Clerical;1;Australia;485 Starlyn Dr.;2021-04-07
17733;Alberto Gill;1985-02-23;1;Male;20000,00;Bachelors;Clerical;1;Australia;2753 Galloway Dr.;2021-04-12
17734;Leah Sun;1983-12-31;1;Female;20000,00;Bachelors;Clerical;1;Australia;4378 Dover Way;2021-04-28
17735;Connor Yang;1982-11-21;0;Male;10000,00;High School;Manual;0;Australia;5486 Maria Vega Court;2021-04-28
17736;Kristine Vazquez;1983-06-06;0;Female;10000,00;High School;Manual;0;Australia;8398 Mt. Hood Circle;2021-04-09
17737;Nicole Gonzales;1954-05-28;1;Female;20000,00;Partial College;Manual;1;France;6861, rue Villedo;2023-06-02
17738;Nicolas Deng;1948-12-03;0;Male;20000,00;Partial College;Manual;1;Germany;Marienplatz 31365;2023-02-21
17739;Colin Cai;1972-11-06;0;Male;20000,00;Partial College;Manual;0;France;8012, rue de Bas Marin;2022-07-22
17740;Colleen Liang;1972-06-02;0;Female;20000,00;Partial College;Manual;0;France;084, boulevard du Montparnasse;2023-03-26
17741;Alvin Xu;1966-09-09;1;Male;30000,00;Graduate Degree;Clerical;1;Germany;Rehstr 1346;2022-09-13
17742;Randall Romero;1966-10-31;0;Male;30000,00;Graduate Degree;Clerical;1;Germany;Nonnendamm 345;2022-09-08
17743;Gerald Gomez;1983-09-07;0;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;5900 May Rd;2022-07-03
17744;Chad Nath;1966-12-15;1;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;389 Alamo Way;2022-07-28
17745;Tanya Suarez;1965-07-13;1;Female;20000,00;Partial College;Manual;1;Germany;Zimmerstr 24222;2023-06-10
17746;Cedric Nath;1965-12-10;1;Male;20000,00;Partial College;Manual;1;Germany;Klara Straße 22;2023-04-01
17747;Franklin Xie;1966-05-19;1;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;5657 Georgia Dr.;2022-07-28
17748;Geoffrey Kapoor;1975-11-10;0;Male;10000,00;High School;Manual;0;France;95, rue Ste-Honoré;2023-08-16
17749;Leah Wu;1970-09-15;1;Female;10000,00;High School;Manual;1;France;48bis, boulevard du Montparnasse;2023-08-06
17750;Shawna Jai;1965-05-22;1;Female;20000,00;Partial College;Manual;1;United Kingdom;5253 Big Canyon Rd.;2022-07-04
17751;Isaiah Bailey;1964-04-11;0;Male;20000,00;Partial College;Manual;1;France;34870, rue Lamarck;2023-05-17
17752;Deanna Hernandez;1963-12-12;1;Female;20000,00;Partial College;Manual;1;France;10, avenue de Norvege;2022-08-20
17753;Kendra Sanz;1965-10-13;0;Female;30000,00;Bachelors;Clerical;1;United Kingdom;9525 Akyn Rock Dr.;2022-07-06
17754;Stephanie King;1971-07-13;0;Female;30000,00;Bachelors;Clerical;1;France;63, rue de Fontfroide;2022-08-16
17755;Zoe Cox;1965-07-16;1;Female;30000,00;Bachelors;Clerical;1;United Kingdom;5296 Covington Court;2022-07-11
17756;Jill Ashe;1963-11-15;1;Female;30000,00;Bachelors;Clerical;1;France;Midi-Couleurs;2022-08-17
17757;Seth Hayes;1981-03-13;0;Male;20000,00;Partial College;Manual;1;United Kingdom;423 Banbury Loop;2023-10-01
17758;Linda Gill;1975-12-21;1;Female;20000,00;Partial College;Manual;0;Germany;Auf Der Steige 100;2023-07-26
17759;Kristopher Sanchez;1981-09-14;0;Male;20000,00;Partial College;Manual;0;France;487bis, boulevard du Montparnasse;2023-06-11
17760;Diana Romero;1981-01-12;0;Female;20000,00;Partial College;Manual;0;United Kingdom;71 Tobi Drive;2023-10-16
17761;Kristopher Sai;1981-07-31;1;Male;30000,00;Bachelors;Clerical;0;Germany;Auf den Kuhlen Straße 1964;2022-08-31
17762;Rachel Rodriguez;1974-12-16;0;Female;10000,00;High School;Manual;1;Germany;Im Himmelsweg 89;2022-08-31
17763;Jacquelyn Martin;1975-02-12;0;Female;20000,00;Partial College;Manual;0;United Kingdom;4689 Deerwood Court;2023-05-15
17764;Terrance Garcia;1980-09-13;1;Male;30000,00;Bachelors;Clerical;1;Germany;Kapellstr 461;2022-10-21
17765;Valerie Zhang;1974-08-04;1;Female;30000,00;Bachelors;Clerical;1;Germany;Parkstr 4852;2022-10-25
17766;Jake Xu;1975-05-14;1;Male;40000,00;Graduate Degree;Clerical;1;France;369, rue de Bas Marin;2022-08-07
17767;Tommy Raje;1975-03-04;1;Male;40000,00;Graduate Degree;Clerical;1;France;333, rue de Linois;2022-08-07
17768;Luis Parker;1963-03-19;0;Male;10000,00;Partial College;Manual;1;Germany;Pappelallee 666;2022-10-24
